Year,Country,GDP,Life expectancy
2010,Switzerland,0.4255459869890254,0.8728652751423149
2010,Tajikistan,0.012876121739962998,0.588235294117647
2010,Thailand,0.10289175725458036,0.7134724857685011
2010,North Macedonia,0.08719025157999231,0.72865275142315
2010,Timor-Leste,0.06733407124606988,0.5806451612903227
2010,Togo,0.0057677467454934185,0.40037950664136623
2010,Tonga,0.03550199923485635,0.6925996204933587
2010,Trinidad and Tobago,0.2438146071687269,0.715370018975332
2010,Tunisia,0.07871772200417773,0.730550284629981
2010,Turkmenistan,0.0747641849307048,0.5597722960151803
2010,Uganda,0.008491399004858145,0.4193548387096775
2010,Ukraine,0.05796870059356666,0.6356736242884251
2010,United Arab Emirates,0.4349569680403394,0.7571157495256167
2010,United Kingdom,0.29012723819280944,0.8671726755218216
2010,Tanzania,0.01358722469171585,0.4022770398481974
2010,Uruguay,0.1319959975218545,0.7590132827324478
2010,Uzbekistan,0.037501145543951724,0.6072106261859582
2010,Vanuatu,0.019305818952504366,0.6584440227703985
2010,Zambia,0.02239078064722285,0.41176470588235303
2010,Zimbabwe,0.01120860719997746,0.3055028462998103
